CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,FOLD_DILUTION,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,drug_name,CCL_name,dif_first,dif_last,sigmoid_4_param_r2,sigmoid_4_param,sigmoid_2_param_r2,sigmoid_2_param,sigmoid_3_param_r2,sigmoid_3_param,fsigmoid_r2,fsigmoid,logistic_4_param_r2,logistic_4_param,ll4_4_param_r2,ll4_4_param,ll4R_4_param_r2,ll4R_4_param,logLogist_3_param_r2,logLogist_3_param,better_fitting
SF539,905984,200,200_905984,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.97509237,0.950608795,0.8970478540000001,0.791352582,0.496540804,0.21063548899999998,0.11173829099999999,0.055023307,0.03508229,Dacinostat,SF539,0.02490762999999996,0.019941017,0.998877843370418,[  0.54585785   1.06137741 -12.07385982   0.03826132],0.9972264656807226,[0.55588085 0.09625489],0.9972978701039014,[ 5.53205534e-01 -1.03861286e+01  4.72371884e-03],0.997226468507836,[  0.55588085 -10.38908844],0.9978263718856344,[0.96689091 6.55582604 0.55358802 0.01297612],0.9978263704055272,[0.55358802 0.96689094 6.5558234  0.01297606],0.9978263749400372,[-3.87668351  0.96689096  6.55582153  0.01297602],0.9982127409685176,[-0.26194561 -3.77946761  0.05165115],sigmoid_4_param
TC-71,1240221,1149,1149_1240221,2,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.969429093,0.979064479,0.930002673,0.763604252,0.35711552399999996,0.14087248800000002,0.067393396,0.031422697,0.022324589,TW 37,TC-71,0.03057090699999998,0.009098108,0.9990304601383097,[  0.51332883   1.05111712 -15.33940006   0.03625355],0.9971564981491541,[0.52210987 0.0744635 ],0.9975301242200206,[ 5.17544235e-01 -1.34676305e+01  1.03507976e-02],0.9971564991480864,[  0.52210987 -13.42939703],0.9992887480307082,[0.97919938 7.81265944 0.51622925 0.02159245],0.9992887465044736,[0.51622925 0.97919937 7.81266027 0.02159246],0.9992887460435441,[-5.16576031  0.97919941  7.81265374  0.02159236],0.9981920897019224,[-0.2880783  -5.09695202  0.04280778],logistic_4_param
KARPAS-620,1327775,344,344_1327775,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9772887020000001,0.88354954,0.82174929,0.664328512,0.344562811,0.003598913,0.0030356109999999997,0.003219159,0.005211286,THZ-2-49,KARPAS-620,0.02271129799999993,0.001992127,0.991202858959412,[  0.50226265   1.02268512 -13.22895746  -0.02173372],0.9877121989506532,[0.48688618 0.08240519],0.9909304284788364,[  0.50284565 -12.51852907  -0.03190208],0.9877121970700136,[  0.48688605 -12.13507947],0.9867210298557658,[ 0.93737319  7.03075351  0.50553008 -0.03416808],0.9867210219934384,[ 0.50552994  0.93737345  7.0307347  -0.03416824],0.9867210287349438,[-4.79600551  0.93737337  7.03074114 -0.03416818],0.9913313693884014,[-0.30560283 -3.94337629 -0.01882654],logLogist_3_param
HEL,907053,179,179_907053,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.991249215,0.8945224940000001,0.691369283,0.487287839,0.279890751,0.20528418899999998,0.17600179999999999,0.145782023,0.12179441099999999,5-Fluorouracil,HEL,0.008750785000000039,0.02398761200000002,0.9985711849296646,[ 0.38008101  1.11286398 -9.5135112   0.13691485],0.9660583319796079,[0.46308526 0.14733826],0.9955107223686108,[ 0.37750019 -7.57589022  0.10597984],0.9660583268820458,[ 0.46308473 -6.78713569],0.9986957092874388,[0.99615372 3.67668497 0.4022821  0.09263479],0.9986957096807764,[0.4022821  0.99615377 3.67668312 0.09263471],0.9986957094407318,[-3.34799516  0.99615378  3.67668398  0.0926348 ],0.9977789637349664,[-0.39869384 -3.70350846  0.14928206],ll4_4_param
SF539,905984,235,235_905984,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.984999595,0.9191475159999999,0.856255309,0.406869993,0.02182648,0.005884977,0.0031745709999999997,0.00321098,0.0029156670000000003,QL-XII-47,SF539,0.015000404999999994,0.0002953129999999997,0.997950116719108,[ 4.26726562e-01  1.02674393e+00 -2.21011304e+01 -3.23741617e-03],0.9967837277054156,[0.42247098 0.04944813],0.9974491481218954,[ 4.26453843e-01 -2.05087706e+01 -1.33005000e-02],0.9967837314203788,[  0.42247106 -20.22324172],0.9965460247814424,[ 9.62563220e-01  9.65231626e+00  4.27385352e-01 -7.78319222e-03],0.9965460194900742,[ 4.27385177e-01  9.62563522e-01  9.65227687e+00 -7.78326120e-03],0.9965460217900189,[-8.20515079e+00  9.62563071e-01  9.65233502e+00 -7.78315812e-03],0.99702830385002,[-3.73094131e-01 -7.22533324e+00 -3.97817830e-03],sigmoid_4_param
PANC-02-03,1298475,303,303_1298475,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.992908398,0.886636387,0.741770895,0.6763584290000001,0.562728486,0.45984563799999995,0.45089514299999994,0.4086886,0.363833203,PIK-93,PANC-02-03,0.007091602000000029,0.04485539700000002,0.9925777651948384,[ 0.3233322   1.35154407 -5.61744525  0.35904078],0.9146017877556752,[0.71914172 0.30157576],0.988635910665195,[ 0.30282491 -3.682719    0.28896673],0.9146017825444216,[ 0.71914169 -3.31589864],0.99497211211213,[1.00902908 2.21890208 0.46435967 0.25515116],0.9949721084100708,[0.4643598  1.00902913 2.21890047 0.2551509 ],0.9949721049228886,[-1.70211297  1.00902901  2.21890411  0.25515149],0.9884485332947692,[-0.38324821 -2.59615716  0.39762355],logistic_4_param
IGR-37,1240153,1004,1004_1240153,2,0.1,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.958439809,0.992156429,0.8333898679999999,0.641566188,0.34164053200000005,0.178939758,0.11282400000000001,0.038292765,0.027926135,Vinblastine,IGR-37,0.04156019099999997,0.010366629999999998,0.9969894462338852,[  0.48609743   1.03192153 -10.43349631   0.03742855],0.9951600613116076,[0.50284134 0.10383283],0.9965895397603344,[ 0.48928471 -9.69926127  0.02207751],0.995160057778568,[ 0.50284126 -9.6308713 ],0.9977138878081936,[ 0.98578987  4.85592706  0.49554858 -0.0054617 ],0.9977138797985586,[ 0.49554857  0.98578983  4.85592978 -0.00546158],0.9977138843775096,[-3.40929764  0.98578988  4.85592728 -0.00546165],0.9957251187882684,[-0.31020474 -3.73905624  0.05540117],logistic_4_param
KMRC-1,1298168,272,272_1298168,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.99179064,0.9894036490000001,0.970159303,0.974734368,0.852163935,0.485826686,0.18154813,0.077879295,0.045351959000000004,AR-42,KMRC-1,0.008209360000000054,0.032527336000000004,0.9994776565892608,[  0.65587659   1.06233048 -16.22252724   0.0510854 ],0.9972591704149569,[0.66908051 0.07191747],0.9975197236302816,[ 6.65641909e-01 -1.39359561e+01  8.06094821e-03],0.9972591722668246,[  0.66908055 -13.90481315],0.9997003688528252,[ 0.98855995 10.36638692  0.65996806  0.03435564],0.9997003686559904,[ 0.65996806  0.98855996 10.36638604  0.03435562],0.9997003687612042,[-4.30789522  0.98855996 10.36638621  0.03435562],0.9982445936248688,[-0.180932   -4.51555558  0.06851168],logistic_4_param
HEL,907053,268,268_907053,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.97413273,0.858553892,0.6734801859999999,0.416062831,0.235300743,0.182937006,0.147464561,0.102482755,0.092501037,Sepantronium bromide,HEL,0.02586727,0.009981718,0.9985653273196046,[ 0.36876494  1.085063   -9.72273723  0.10828496],0.9758851379411208,[0.43019889 0.13393989],0.996806882731878,[ 0.36621962 -8.14231394  0.08568678],0.9758851352550696,[ 0.43019937 -7.46600023],0.9983069464532396,[0.9864051  3.67520943 0.38866973 0.06541667],0.9983069509190904,[0.38866974 0.98640504 3.67521121 0.06541673],0.9983069505890813,[-3.47317986  0.98640462  3.67522504  0.06541729],0.9978399676170316,[-0.41684148 -3.72661905  0.11876183],sigmoid_4_param
HUTU-80,907073,269,269_907073,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.965008758,0.9149944790000001,0.9198883659999999,0.8660571290000001,0.8533263590000001,0.559943086,0.035268766,-0.011154239,-0.012915796,NSC-207895,HUTU-80,0.03499124200000004,0.0017615570000000004,0.9926475650720684,[ 6.80752879e-01  1.05065777e+00 -2.48393741e+01 -2.36544658e-02],0.976445660911196,[0.66825257 0.05168952],0.991071733349034,[  0.68531438 -20.98663299  -0.05782544],0.9764456664539644,[  0.6682518  -19.34588857],0.9918024666957114,[ 0.92444496 18.42134287  0.68217848 -0.02332093],0.9918024675695328,[ 0.68217847  0.92444506 18.42127326 -0.02332111],0.9918024682109776,[-7.04549272  0.92444499 18.42132478 -0.02332098],0.9840480628967196,[-0.17061608 -4.28313711 -0.03449374],sigmoid_4_param
GDM-1,906870,179,179_906870,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.965687913,0.91373912,0.815086573,0.69983202,0.45377557399999996,0.31057748399999996,0.292285437,0.255212597,0.220591215,5-Fluorouracil,GDM-1,0.034312086999999984,0.03462138199999998,0.9958485248584762,[ 0.44566818  1.31355306 -9.58325754  0.22959271],0.953076371229034,[0.59103252 0.19845793],0.9824439264475044,[ 0.45507793 -5.26127268  0.12899954],0.9530763516350615,[ 0.59103398 -5.03883172],0.992747752006098,[0.96703024 4.39031309 0.48566571 0.19089493],0.9927477567262291,[0.48566565 0.96703083 4.39028136 0.1908939 ],0.9927477501721284,[-3.17084847  0.96702993  4.39032998  0.19089548],0.9956191243597036,[-0.32858058 -3.26672564  0.2422165 ],sigmoid_4_param
UACC-257,905977,273,273_905977,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9809068790000001,0.870423603,0.777219821,0.668095624,0.6010779039999999,0.362240481,0.17762889699999998,0.073908248,0.054712625,CUDC-101,UACC-257,0.01909312099999993,0.019195623000000002,0.9906420768396741,[ 0.61842511  0.88263652 -5.30161137 -0.09671146],0.988482064445972,[0.57058163 0.15444776],0.9888976024706108,[ 0.58322702 -6.53808888 -0.01432413],0.9884820550518946,[ 0.57058146 -6.47468912],0.9866640866188636,[ 0.98240523  2.33357424  0.79921832 -0.56881242],0.9866640881818854,[ 0.79921601  0.98240501  2.33358069 -0.56880726],0.9866640809525838,[-0.52301122  0.98240483  2.33358226 -0.56880755],0.994200266114788,[-0.24301469 -2.02800787  0.04071027],logLogist_3_param
KP-4,753572,235,235_753572,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.98253374,0.7009973279999999,0.671921413,0.612467081,0.441165798,0.156005943,0.012980977,0.008820962,0.006005535,QL-XII-47,KP-4,0.017466259999999956,0.002815427,0.96827017816446,[ 0.51652682  0.84831995 -5.31055387 -0.1162882 ],0.9614587302270268,[0.46606708 0.14401381],0.9649479086474908,[ 0.50161693 -7.0905732  -0.04211111],0.9614587296838656,[ 0.46606748 -6.94374422],0.9615705942937199,[ 0.98853772  1.86512734  0.70468234 -0.61230539],0.9615706064816356,[ 0.70468597  0.98853494  1.86514067 -0.61230951],0.96157058121517,[-0.65292092  0.98853452  1.8651975  -0.61223786],0.9742713202214872,[-0.31354964 -2.11239001 -0.02771735],logLogist_3_param
GA-10,1303896,56,56_1303896,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.965037215,0.8739782970000001,0.538672756,0.26768452800000003,0.104350024,0.058978827000000004,0.061131178,0.063283529,0.060923177,WH-4-023,GA-10,0.03496278500000005,0.002360352000000003,0.9989743140691644,[  0.33756025   1.04782765 -13.48501656   0.05850043],0.9898892360699502,[0.35911983 0.08442321],0.9979359177117436,[  0.3361605  -12.13515834   0.04627923],0.9898892362054914,[  0.35911988 -11.84507595],0.9986847883123904,[0.98309323 4.82215971 0.34163906 0.04274284],0.998684789082916,[0.34163904 0.98309321 4.8221624  0.04274291],0.9986847881444064,[-5.17900443  0.98309321  4.8221619   0.0427429 ],0.9990584975959728,[-0.46503672 -4.94484332  0.06033419],logLogist_3_param
NCI-H82,688031,86,86_688031,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.950649836,0.9678889479999999,0.962161464,0.887867078,0.8677547809999999,0.639661171,0.26400340899999997,0.051083145,0.011491266000000002,A-443654,NCI-H82,0.04935016400000003,0.039591879,0.996713019975592,[  0.71260984   1.0231199  -13.99069303  -0.01643033],0.9915794073764868,[0.70145937 0.07716273],0.9965091072574536,[  0.71699191 -13.26620725  -0.03434676],0.9915794060727491,[  0.70145901 -12.95952232],0.9954974551339252,[ 0.95509695  9.80670881  0.71616546 -0.03903585],0.9954974524731772,[ 0.71616548  0.95509714  9.80667253 -0.03903649],0.9954974546307812,[-3.2739011   0.95509711  9.80667844 -0.03903637],0.9957166100641336,[-0.14966146 -3.08198928  0.0101593 ],sigmoid_4_param
RT-112,909704,308,308_909704,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.963646752,0.900620419,0.84217782,0.7180989109999999,0.469376109,0.173640564,0.103124519,0.016716479,0.010709234,WIKI4,RT-112,0.03635324799999995,0.006007245,0.9964674768754932,[ 5.38845008e-01  1.02214248e+00 -9.91890062e+00 -5.22005420e-03],0.9954524941297724,[0.53070229 0.10692215],0.9963020126546888,[ 0.54150591 -9.41698714 -0.01715474],0.9954524899830656,[ 0.53070238 -9.35261107],0.9936081058929096,[ 0.94994236  5.26410749  0.54986266 -0.04688111],0.9936081120655296,[ 0.54986265  0.94994159  5.26415412 -0.04687943],0.993608110905478,[-3.14841106  0.94994186  5.26413777 -0.04688001],0.9963300795348125,[-0.27303512 -3.07644437  0.01479048],sigmoid_4_param
Toledo,1331046,152,152_1331046,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9588750779999999,0.9572192429999999,0.83951184,0.799062176,0.527299941,0.393233393,0.151114326,0.054011475999999996,0.031987636,CP466722,Toledo,0.041124922000000064,0.02202384,0.9938644886081044,[ 0.60122614  0.97682635 -7.75506864 -0.02855424],0.99329951675406,[0.58631363 0.12396214],0.9937329761579988,[ 0.59561953 -8.11631631 -0.01283066],0.9932995173419232,[ 0.5863136  -8.06697901],0.9919250318807658,[ 0.96823261  4.17524803  0.62732507 -0.13231164],0.9919250345734296,[ 0.6273254   0.96823297  4.17523165 -0.13231322],0.9919250313286109,[-1.94687396  0.96823278  4.17524081 -0.13231229],0.9945368595218304,[-0.22965869 -2.5042514   0.03155615],logLogist_3_param
LB2518-MEL,753579,328,328_753579,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9682184709999999,0.961348888,0.9157558109999999,0.662547843,0.34897338299999997,0.255954848,0.25756340699999997,0.252675009,0.258972742,SNX-2112,LB2518-MEL,0.031781529000000086,0.006297732999999972,0.999261390356348,[  0.44068209   1.37598247 -19.09906232   0.25266491],0.8954912402911716,[0.56420257 0.17220849],0.9487554866533602,[ 0.43225479 -6.78092579  0.14638701],0.8954912339962632,[ 0.56420151 -5.80695926],0.9984948852203048,[0.97237802 9.09238276 0.4567602  0.24849771],0.9984948833640592,[0.45676026 0.97237794 9.09239712 0.24849775],0.998494884365483,[-7.12476747  0.97237797  9.09239107  0.24849774],0.998336990578418,[-0.3428778  -6.23025584  0.2524464 ],sigmoid_4_param
KINGS-1,907279,273,273_907279,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.985482555,0.992367445,0.91938824,0.7897457959999999,0.572841997,0.12298010000000002,0.025068632,0.020225392,-0.000499787,CUDC-101,KINGS-1,0.014517444999999962,0.020725179,0.9947464591816471,[ 5.63743151e-01  1.01154660e+00 -1.47371397e+01 -8.90864519e-03],0.9938860798028416,[0.55795533 0.07084886],0.9946700695708716,[  0.56447379 -14.30854326  -0.01522551],0.9938860787396504,[  0.55795522 -14.11450703],0.9918066519034898,[ 0.97030195  8.24777084  0.56515724 -0.02493297],0.9918066492698284,[ 0.56515707  0.9703023   8.24773449 -0.02493329],0.9918066604429372,[-4.70661603  0.97030167  8.24780041 -0.0249327 ],0.9959927662161612,[-2.50347640e-01 -4.49970676e+00 -4.09706722e-04],logLogist_3_param
NMC-G1,908449,157,157_908449,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.958112359,0.9538681999999998,0.926033352,0.7209806440000001,0.62202622,0.37826905899999996,0.45708509,0.358506658,0.3624431870000001,JNK-9L,NMC-G1,0.041887640999999975,0.0039365290000000774,0.9784402082415448,[  0.44916648   1.61421309 -11.14488727   0.36835385],0.8990786136582004,[0.71964023 0.24698089],0.942792570695979,[ 0.48424396 -3.91890237  0.18504024],0.8990786574323646,[ 0.71964078 -4.0488754 ],0.9782301521297456,[0.976025   5.34451742 0.49500447 0.3482356 ],0.9782301522447744,[0.49500458 0.97602498 5.34451537 0.34823548],0.9782301608479006,[-3.75821055  0.97602495  5.3445267   0.34823584],0.9775842741560344,[-0.31192657 -3.74391565  0.3761194 ],sigmoid_4_param
CAL-27,910916,274,274_910916,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9639955590000001,0.884885755,0.7505240809999999,0.317600865,0.059671837,0.00744893,0.005729363,0.005106824,0.004609278,Belinostat,CAL-27,0.03600444099999989,0.0004975460000000006,0.9983830002502044,[ 3.99599429e-01  1.02847387e+00 -1.66221112e+01  1.68315791e-04],0.9975667666524892,[0.39570142 0.06484928],0.9979007389232416,[ 3.99414854e-01 -1.54815204e+01 -9.55483545e-03],0.9975667693722814,[  0.39570142 -15.42037366],0.9966014769995064,[ 0.95628492  6.9973396   0.40061579 -0.00757555],0.9966014751570252,[ 0.40061586  0.9562848   6.9973482  -0.00757551],0.9966014763364788,[-6.40084267  0.95628475  6.99735132 -0.00757548],0.9973862001604544,[-4.01854817e-01 -5.54294942e+00 -4.40806127e-04],sigmoid_4_param
SBC-3,753610,308,308_753610,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.997636395,0.806837725,0.8103395390000001,0.333490343,0.231627086,0.132126612,0.045105273,0.011254403,0.011251265,WIKI4,SBC-3,0.002363604999999991,3.137999999999752e-06,0.9799788076757172,[  0.40699753   1.01012246 -10.33365271   0.02439731],0.978644104365404,[0.41947901 0.10041527],0.9799485830363384,[  0.40729799 -10.07331829   0.02072443],0.9786441109861942,[ 0.41947902 -9.95864256],0.9794939970992478,[ 0.97063763  4.49985794  0.41800575 -0.00576455],0.979494015705062,[ 0.4180059   0.97063852  4.49980531 -0.00576651],0.9794940108745712,[-3.92507715  0.97063705  4.49989198 -0.00576331],0.9787248695101332,[-0.38739189 -3.79708742  0.03473083],sigmoid_4_param
HUTU-80,907073,272,272_907073,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.988876868,0.9207668720000001,0.810864206,0.502600852,0.07747797,-0.000444034,-0.008614143000000001,-0.010892201,-0.011758591,AR-42,HUTU-80,0.011123132000000036,0.0008663899999999999,0.9974337970843892,[  0.44237501   1.0035162  -16.52610789  -0.01987915],0.9958589594843854,[0.43441502 0.06215728],0.9974261150022564,[  0.44238339 -16.37667978  -0.02126741],0.995858961966096,[  0.43441481 -16.08815776],0.9946850035308828,[ 0.9624077   7.54282204  0.44268516 -0.02919576],0.9946849994851044,[ 0.44268549  0.96240708  7.54287323 -0.02919549],0.9946849986551041,[-6.1466291   0.96240754  7.5428362  -0.02919568],0.9972769117202728,[-0.35779916 -5.48615117 -0.01899114],sigmoid_4_param
NCI-H2444,1298356,268,268_1298356,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9889649979999999,0.9656199040000001,0.505189685,0.059045745,0.023179647,0.017188038,0.014751288999999999,0.016139811,0.012499878,Sepantronium bromide,NCI-H2444,0.011035002000000071,0.0036399329999999997,0.9999152179224547,[ 3.32544101e-01  1.01992846e+00 -2.90426944e+01  1.71984699e-02],0.9991102408750788,[0.33471803 0.03740532],0.9996349796940796,[ 3.32585463e-01 -2.68135975e+01  1.09539798e-02],0.9991102410110572,[  0.33471804 -26.73416635],0.9998760062804636,[ 0.99013927 10.21451186  0.33351383  0.01466028],0.9998760060666864,[ 0.33351382  0.99013929 10.21450592  0.01466027],0.9998760065296792,[-11.21625948   0.99013927  10.21451253   0.01466028],0.99991253372792,[ -0.47758824 -10.33443497   0.01673939],sigmoid_4_param
HEL,907053,104,104_907053,2,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.974708226,0.940589575,0.929181322,0.898286965,0.62846621,0.25095332600000003,0.03623652,0.029253971,0.033731017,Bortezomib,HEL,0.025291774000000045,0.004477046000000003,0.9979239491824008,[  0.59016143   1.05378462 -16.24736787   0.01791704],0.9954240084947086,[0.59003953 0.06994533],0.9961602984965402,[ 5.95910806e-01 -1.43384869e+01 -1.41087865e-02],0.9954240154814528,[  0.59003956 -14.29689017],0.9971760042287128,[9.60411000e-01 9.76720082e+00 5.92382125e-01 8.55596294e-03],0.9971760020378015,[5.92382112e-01 9.60410996e-01 9.76720305e+00 8.55601297e-03],0.9971759993453329,[-5.11414394e+00  9.60410995e-01  9.76720818e+00  8.55610550e-03],0.9967775415232109,[-0.22905438 -4.51755784  0.02221429],sigmoid_4_param
NMC-G1,908449,170,170_908449,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.986038357,0.9260048670000001,0.942195338,0.976929081,0.645821996,0.096650579,0.033273033,0.019794267,0.017002806999999998,Shikonin,NMC-G1,0.013961643000000024,0.0027914600000000026,0.997584290461025,[ 5.76565059e-01  1.05767895e+00 -2.92961437e+01  2.40404447e-02],0.9946589851756104,[0.57946388 0.03978013],0.9950387213380598,[ 5.81890873e-01 -2.48215645e+01 -9.68444208e-03],0.9946589861133316,[  0.57946387 -25.1381991 ],0.9978012027123928,[ 0.96800692 17.35608265  0.5773967   0.02201259],0.9978012010321566,[ 0.5773967   0.96800694 17.35607277  0.02201258],0.9978012008886046,[-9.532404    0.96800693 17.35607696  0.02201258],0.9953286466712891,[-0.23833916 -8.3257618   0.02304334],logistic_4_param
NCI-H1993,908476,170,170_908476,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.952686453,0.91879844,0.879570829,0.890061843,0.961784415,0.6159442470000001,0.062727521,0.040909139,0.035391817,Shikonin,NCI-H1993,0.04731354700000001,0.005517321999999997,0.9931067008445568,[ 6.77285646e-01  1.12155252e+00 -4.50518281e+01  4.26430339e-02],0.9761560871058348,[0.68368886 0.037671  ],0.9832886742509588,[  0.69272617 -25.05467442  -0.03803733],0.9761560769692412,[  0.68368886 -26.54571867],0.993201452422235,[ 0.93413606 29.21947046  0.680419    0.04025499],0.9932014528887988,[ 0.68041901  0.93413606 29.21944345  0.04025497],0.9932014493166036,[-11.25071196   0.9341361   29.21911697   0.0402547 ],0.9781640783057832,[-0.1663867  -7.08965719  0.03149875],ll4_4_param
EoL-1-cell,906856,265,265_906856,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.972205973,0.945149343,0.966598625,0.945717338,0.67151459,0.164653865,0.26191552100000004,0.020137595,0.026334291,Tubastatin A,EoL-1-cell,0.027794027,0.006196695999999998,0.9767996338668204,[  0.57590986   1.1372989  -24.59772034   0.09328158],0.9668116250231756,[0.59881528 0.07194585],0.9675488888580986,[ 5.92710514e-01 -1.42186954e+01  1.40542357e-02],0.966811625033952,[  0.59881494 -13.89948534],0.9775334991704054,[ 0.97159706 13.28609571  0.58211973  0.08291026],0.9775334960911064,[ 0.58212011  0.97159746 13.28580973  0.0829086 ],0.9775334999258536,[-7.18870972  0.97159735 13.28588673  0.08290905],0.9743450141100068,[-0.23778509 -7.36300187  0.09620854],ll4R_4_param
BB65-RCC,753533,53,53_753533,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.950566467,0.9521869609999999,0.902776013,0.92183799,0.80973595,0.832208304,0.18624669300000002,0.032056983,0.0590351,CGP-60474,BB65-RCC,0.04943353299999997,0.026978117000000003,0.9856706200339967,[  0.72515962   1.13469645 -33.31627098   0.04295433],0.9616157424584866,[0.72232946 0.04199407],0.9729937691389264,[  0.7346509  -24.77830087  -0.04628448],0.9616157452486532,[  0.72232923 -23.81245522],0.9854213797356024,[ 0.92345076 24.40729899  0.72738076  0.0422889 ],0.9854213944989908,[ 0.7273807   0.92345082 24.40725402  0.04228885],0.9854213950130556,[-7.76895872  0.92345082 24.40725781  0.04228885],0.9670542777622008,[-0.14239657 -5.27357007  0.03319056],sigmoid_4_param
RD-ES,1330996,245,245_1330996,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9578918759999999,0.98837361,0.919399347,0.915396187,0.9452795159999999,0.8309461690000001,0.647909239,0.009645083,0.0026498990000000003,UNC0638,RD-ES,0.04210812400000008,0.006995184000000001,0.9869636512991103,[ 8.00187904e-01  1.04336106e+00 -3.26544710e+01 -1.89346137e-02],0.9687952963607348,[0.79468766 0.03708027],0.9860626787204788,[  0.80572901 -27.36209367  -0.05400828],0.9687953012207501,[  0.79468755 -26.96829714],0.9863668834438823,[ 9.37740375e-01  3.03193053e+01  7.98580676e-01 -1.13884116e-02],0.9863668688588668,[ 7.98580909e-01  9.37740525e-01  3.03188026e+01 -1.13893971e-02],0.9863668686017336,[-6.81940581e+00  9.37740361e-01  3.03193448e+01 -1.13883558e-02],0.9822019259625631,[-0.09574304 -3.37544472 -0.03955442],sigmoid_4_param
