CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,FOLD_DILUTION,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,drug_name,CCL_name,dif_first,dif_last
NMC-G1,908449,157,157_908449,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.958112359,0.9538681999999998,0.926033352,0.7209806440000001,0.62202622,0.37826905899999996,0.45708509,0.358506658,0.36244318700000006,JNK-9L,NMC-G1,0.041887640999999975,0.0039365290000000774
CAL-27,910916,274,274_910916,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9639955590000001,0.884885755,0.7505240809999999,0.317600865,0.059671837,0.00744893,0.005729363,0.005106824,0.004609278,Belinostat,CAL-27,0.03600444099999989,0.0004975460000000006
SBC-3,753610,308,308_753610,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.997636395,0.806837725,0.8103395390000001,0.333490343,0.231627086,0.132126612,0.045105273,0.011254403,0.011251265,WIKI4,SBC-3,0.002363604999999991,3.137999999999752e-06
HUTU-80,907073,272,272_907073,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.988876868,0.9207668720000001,0.810864206,0.502600852,0.07747797,-0.000444034,-0.008614143000000001,-0.010892201,-0.011758591,AR-42,HUTU-80,0.011123132000000036,0.0008663899999999999
NCI-H2444,1298356,268,268_1298356,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9889649979999999,0.9656199040000001,0.505189685,0.059045745,0.023179647,0.017188038,0.014751288999999999,0.016139811,0.012499878,Sepantronium bromide,NCI-H2444,0.011035002000000071,0.0036399329999999997
HEL,907053,104,104_907053,2,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.974708226,0.940589575,0.929181322,0.898286965,0.62846621,0.25095332600000003,0.03623652,0.029253971,0.033731017,Bortezomib,HEL,0.025291774000000045,0.004477046000000002
NMC-G1,908449,170,170_908449,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.986038357,0.9260048670000001,0.942195338,0.976929081,0.645821996,0.096650579,0.033273033,0.019794267,0.017002806999999998,Shikonin,NMC-G1,0.013961643000000024,0.0027914600000000026
NCI-H1993,908476,170,170_908476,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.952686453,0.91879844,0.879570829,0.890061843,0.961784415,0.6159442470000001,0.062727521,0.040909139,0.035391817,Shikonin,NCI-H1993,0.04731354700000001,0.005517321999999998
EoL-1-cell,906856,265,265_906856,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.972205973,0.945149343,0.966598625,0.945717338,0.67151459,0.164653865,0.26191552100000004,0.020137595,0.026334291,Tubastatin A,EoL-1-cell,0.027794027,0.006196695999999998
BB65-RCC,753533,53,53_753533,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.950566467,0.9521869609999999,0.902776013,0.92183799,0.80973595,0.832208304,0.18624669300000002,0.032056983,0.0590351,CGP-60474,BB65-RCC,0.049433532999999974,0.026978117000000003
RD-ES,1330996,245,245_1330996,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9578918759999999,0.98837361,0.919399347,0.915396187,0.9452795159999999,0.8309461690000001,0.647909239,0.009645083,0.0026498990000000003,UNC0638,RD-ES,0.04210812400000008,0.006995184
SUP-M2,1331040,1022,1022_1331040,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9987802379999999,0.8514661379999999,0.8516786670000001,0.7320230390000001,0.176065088,0.042454902,0.026843036,0.044235065,0.032810109,AZD7762,SUP-M2,0.0012197620000000686,0.011424956
KGN,924186,272,272_924186,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.960798253,0.928472581,0.6654420129999999,0.700600578,0.41890361299999995,0.25847747600000004,0.108231848,0.028725404,0.011507426999999999,AR-42,KGN,0.03920174700000001,0.017217977000000002
SBC-3,753610,135,135_753610,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.990962569,0.7173613990000001,0.391355495,0.12174964,0.08948378800000001,0.06973871599999999,0.058549708,0.048249435,0.031395411,Gemcitabine,SBC-3,0.009037430999999985,0.016854024000000002
EVSA-T,906862,1053,1053_906862,2,4.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.978865655,0.804546402,0.7057380329999999,0.452642259,0.246643521,0.12860867199999998,0.080212301,0.057322652,0.055322486,MK-2206,EVSA-T,0.021134345,0.0020001660000000046
BV-173,910710,1031,1031_910710,2,0.2,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.968177596,0.9830693690000001,0.9342302720000001,0.81848788,0.604722063,0.423254985,0.20079323899999998,0.150928931,0.17906924899999999,Elesclomol,BV-173,0.031822404000000026,0.028140317999999998
MOLT-4,905958,86,86_905958,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.951705617,0.94167164,0.905155895,0.85499077,0.787176949,0.47977238,0.126814349,0.032951848,0.020826997,A-443654,MOLT-4,0.048294382999999996,0.012124850999999999
NCI-H526,688025,133,133_688025,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.957998948,0.8900217770000001,0.744936811,0.591396636,0.470180163,0.251791584,0.067115957,0.023458045,0.01856759,Doxorubicin,NCI-H526,0.04200105200000004,0.004890455000000002
NMC-G1,908449,331,331_908449,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.9834662820000001,0.963488947,0.8436909770000001,0.795708015,0.612517667,0.325653858,0.23884075300000002,0.22949170800000002,0.18730496600000002,QL-X-138,NMC-G1,0.01653371799999992,0.042186742
